sdfgdsg,,,,,,,,,,,,,,
 System,Band,Test Item,Ch,Cell Power,Lower,Upper,Unit,Result,Judgement,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;QPSK-PRB@0,24175,-60.2,None,None,dB,24.82,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;QPSK-PRB@0,24175,-60.2,None,-29.2,dB,-41.75,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;QPSK-PRB@0,24175,-60.2,None,-29.2,dB,-53.89,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;QPSK-PRB@0,24175,-60.2,None,-35.2,dB,-61.39,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;QPSK-PRB@0,24175,-60.2,None,-32.2,dB,-43.52,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;QPSK-PRB@0,24175,-60.2,None,-32.2,dB,-55.03,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;QPSK-PRB@0,24175,-60.2,None,-35.2,dB,-59.98,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;QPSK-PRB@Max,24175,-60.2,None,None,dB,24.95,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;QPSK-PRB@Max,24175,-60.2,None,-29.2,dB,-54.26,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;QPSK-PRB@Max,24175,-60.2,None,-29.2,dB,-41.2,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;QPSK-PRB@Max,24175,-60.2,None,-35.2,dB,-61.6,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;QPSK-PRB@Max,24175,-60.2,None,-32.2,dB,-55.42,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;QPSK-PRB@Max,24175,-60.2,None,-32.2,dB,-42.81,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;QPSK-PRB@Max,24175,-60.2,None,-35.2,dB,-59.05,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;QPSK-FRB,24175,-60.2,None,None,dB,24.17,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;QPSK-FRB,24175,-60.2,None,-29.2,dB,-42.27,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;QPSK-FRB,24175,-60.2,None,-29.2,dB,-42.16,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;QPSK-FRB,24175,-60.2,None,-35.2,dB,-58.17,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;QPSK-FRB,24175,-60.2,None,-32.2,dB,-43.74,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;QPSK-FRB,24175,-60.2,None,-32.2,dB,-43.35,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;QPSK-FRB,24175,-60.2,None,-35.2,dB,-53.51,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;16QAM-PRB@0,24175,-60.2,None,None,dB,24.12,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;16QAM-PRB@0,24175,-60.2,None,-29.2,dB,-39.6,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;16QAM-PRB@0,24175,-60.2,None,-29.2,dB,-53.47,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;16QAM-PRB@0,24175,-60.2,None,-35.2,dB,-61.29,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;16QAM-PRB@0,24175,-60.2,None,-32.2,dB,-41.57,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;16QAM-PRB@0,24175,-60.2,None,-32.2,dB,-54.58,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;16QAM-PRB@0,24175,-60.2,None,-35.2,dB,-58.8,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;16QAM-PRB@Max,24175,-60.2,None,None,dB,24.44,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;16QAM-PRB@Max,24175,-60.2,None,-29.2,dB,-54.24,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;16QAM-PRB@Max,24175,-60.2,None,-29.2,dB,-39.21,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;16QAM-PRB@Max,24175,-60.2,None,-35.2,dB,-61.95,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;16QAM-PRB@Max,24175,-60.2,None,-32.2,dB,-55.31,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;16QAM-PRB@Max,24175,-60.2,None,-32.2,dB,-41.17,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;16QAM-PRB@Max,24175,-60.2,None,-35.2,dB,-58.69,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;16QAM-FRB,24175,-60.2,None,None,dB,23.25,PASS,Margin(-15.76),,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;16QAM-FRB,24175,-60.2,None,-29.2,dB,-39.75,PASS,Margin(-17.74),,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;16QAM-FRB,24175,-60.2,None,-29.2,dB,-39.18,PASS,Margin(-10.08),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;16QAM-FRB,24175,-60.2,None,-35.2,dB,-56.36,PASS,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;16QAM-FRB,24175,-60.2,None,-32.2,dB,-40.73,PASS,Margin(-22.82),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;16QAM-FRB,24175,-60.2,None,-32.2,dB,-40.37,PASS,Margin(-19.13),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;16QAM-FRB,24175,-60.2,None,-35.2,dB,-50.44,PASS,Margin(-10.11),,,,
 LTE-FDD,20,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;5MHZ;64QAM-PRB@0,24175,-60.2,None,None,dB,24.3,-,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @-5MHZ;5MHZ;64QAM-PRB@0,24175,-60.2,None,-29.2,dB,-40.6,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @ 5MHZ;5MHZ;64QAM-PRB@0,24175,-60.2,None,-29.2,dB,-53.63,PASS,Margin(-24.25),,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-10MHZ;5MHZ;64QAM-PRB@0,24175,-60.2,None,-35.2,dB,-61.47,PASS,Margin(-20.38),,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-5MHZ;5MHZ;64QAM-PRB@0,24175,-60.2,None,-32.2,dB,-42.49,PASS,Margin(-10.76),,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 5MHZ;5MHZ;64QAM-PRB@0,24175,-60.2,None,-32.2,dB,-54.66,PASS,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 10MHZ;5MHZ;64QAM-PRB@0,24175,-60.2,None,-35.2,dB,-59.18,PASS,Margin(-15.13),,,,
 LTE-FDD,20,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;5MHZ;64QAM-PRB@Max,24175,-60.2,None,None,dB,24.25,-,Margin(-18.35),,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @-5MHZ;5MHZ;64QAM-PRB@Max,24175,-60.2,None,-29.2,dB,-54.25,PASS,Margin(-10.30),,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @ 5MHZ;5MHZ;64QAM-PRB@Max,24175,-60.2,None,-29.2,dB,-39.52,PASS,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-10MHZ;5MHZ;64QAM-PRB@Max,24175,-60.2,None,-35.2,dB,-61.45,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-5MHZ;5MHZ;64QAM-PRB@Max,24175,-60.2,None,-32.2,dB,-55.35,PASS,Margin(-16.70),,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 5MHZ;5MHZ;64QAM-PRB@Max,24175,-60.2,None,-32.2,dB,-41.71,PASS,Margin(-19.40),,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 10MHZ;5MHZ;64QAM-PRB@Max,24175,-60.2,None,-35.2,dB,-58.85,PASS,Margin(-10.56),,,,
 LTE-FDD,20,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;5MHZ;64QAM-FRB,24175,-60.2,None,None,dB,23.16,-,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @-5MHZ;5MHZ;64QAM-FRB,24175,-60.2,None,-29.2,dB,-39.81,PASS,Margin(-16.14),,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @ 5MHZ;5MHZ;64QAM-FRB,24175,-60.2,None,-29.2,dB,-39.69,PASS,Margin(-19.29),,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-10MHZ;5MHZ;64QAM-FRB,24175,-60.2,None,-35.2,dB,-56.66,PASS,Margin(-10.43),,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-5MHZ;5MHZ;64QAM-FRB,24175,-60.2,None,-32.2,dB,-41.03,PASS,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 5MHZ;5MHZ;64QAM-FRB,24175,-60.2,None,-32.2,dB,-40.78,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 10MHZ;5MHZ;64QAM-FRB,24175,-60.2,None,-35.2,dB,-50.88,PASS,Margin(-15.96),,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;QPSK-PRB@0,24300,-60.2,None,None,dB,24.96,PASS,Margin(-21.03),,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;QPSK-PRB@0,24300,-60.2,None,-29.2,dB,-44.08,PASS,Margin(-10.79),,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;QPSK-PRB@0,24300,-60.2,None,-29.2,dB,-55.67,PASS,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;QPSK-PRB@0,24300,-60.2,None,-35.2,dB,-57.34,PASS,Margin(-21.60),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;QPSK-PRB@0,24300,-60.2,None,-32.2,dB,-45.31,PASS,Margin(-21.64),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;QPSK-PRB@0,24300,-60.2,None,-32.2,dB,-56.7,PASS,Margin(-10.68),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;QPSK-PRB@0,24300,-60.2,None,-35.2,dB,-60.19,PASS,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;QPSK-PRB@Max,24300,-60.2,None,None,dB,24.94,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;QPSK-PRB@Max,24300,-60.2,None,-29.2,dB,-53.76,PASS,Margin(-22.65),,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;QPSK-PRB@Max,24300,-60.2,None,-29.2,dB,-43.05,PASS,Margin(-22.45),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;QPSK-PRB@Max,24300,-60.2,None,-35.2,dB,-56.8,PASS,Margin(-10.89),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;QPSK-PRB@Max,24300,-60.2,None,-32.2,dB,-54.65,PASS,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;QPSK-PRB@Max,24300,-60.2,None,-32.2,dB,-45.25,PASS,Margin(-17.48),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;QPSK-PRB@Max,24300,-60.2,None,-35.2,dB,-59.15,PASS,Margin(-20.34),,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;QPSK-FRB,24300,-60.2,None,None,dB,24.13,PASS,Margin(-10.77),,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;QPSK-FRB,24300,-60.2,None,-29.2,dB,-40.35,PASS,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;QPSK-FRB,24300,-60.2,None,-29.2,dB,-42.09,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;QPSK-FRB,24300,-60.2,None,-35.2,dB,-49.91,PASS,Margin(-17.06),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;QPSK-FRB,24300,-60.2,None,-32.2,dB,-41.82,PASS,Margin(-19.41),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;QPSK-FRB,24300,-60.2,None,-32.2,dB,-43.32,PASS,Margin(-9.71),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;QPSK-FRB,24300,-60.2,None,-35.2,dB,-51.49,PASS,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;16QAM-PRB@0,24300,-60.2,None,None,dB,24.27,PASS,Margin(-16.73),,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;16QAM-PRB@0,24300,-60.2,None,-29.2,dB,-39.43,PASS,Margin(-18.80),,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;16QAM-PRB@0,24300,-60.2,None,-29.2,dB,-54.41,PASS,Margin(-9.63),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;16QAM-PRB@0,24300,-60.2,None,-35.2,dB,-56.62,PASS,Margin(0.00),,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;16QAM-PRB@0,24300,-60.2,None,-32.2,dB,-41.31,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;16QAM-PRB@0,24300,-60.2,None,-32.2,dB,-55.6,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;16QAM-PRB@0,24300,-60.2,None,-35.2,dB,-59.89,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;16QAM-PRB@Max,24300,-60.2,None,None,dB,24.22,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;16QAM-PRB@Max,24300,-60.2,None,-29.2,dB,-53.05,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;16QAM-PRB@Max,24300,-60.2,None,-29.2,dB,-40.02,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;16QAM-PRB@Max,24300,-60.2,None,-35.2,dB,-56.01,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;16QAM-PRB@Max,24300,-60.2,None,-32.2,dB,-54.03,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;16QAM-PRB@Max,24300,-60.2,None,-32.2,dB,-41.92,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;16QAM-PRB@Max,24300,-60.2,None,-35.2,dB,-58.65,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;5MHZ;16QAM-FRB,24300,-60.2,None,None,dB,23.27,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-5MHZ;5MHZ;16QAM-FRB,24300,-60.2,None,-29.2,dB,-37.36,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 5MHZ;5MHZ;16QAM-FRB,24300,-60.2,None,-29.2,dB,-38.48,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;5MHZ;16QAM-FRB,24300,-60.2,None,-35.2,dB,-48.84,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-5MHZ;5MHZ;16QAM-FRB,24300,-60.2,None,-32.2,dB,-38.39,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 5MHZ;5MHZ;16QAM-FRB,24300,-60.2,None,-32.2,dB,-39.43,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;5MHZ;16QAM-FRB,24300,-60.2,None,-35.2,dB,-50.1,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;5MHZ;64QAM-PRB@0,24300,-60.2,None,None,dB,24.29,-,,,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @-5MHZ;5MHZ;64QAM-PRB@0,24300,-60.2,None,-29.2,dB,-39.06,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @ 5MHZ;5MHZ;64QAM-PRB@0,24300,-60.2,None,-29.2,dB,-54.07,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-10MHZ;5MHZ;64QAM-PRB@0,24300,-60.2,None,-35.2,dB,-56.56,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-5MHZ;5MHZ;64QAM-PRB@0,24300,-60.2,None,-32.2,dB,-40.98,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 5MHZ;5MHZ;64QAM-PRB@0,24300,-60.2,None,-32.2,dB,-55.13,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 10MHZ;5MHZ;64QAM-PRB@0,24300,-60.2,None,-35.2,dB,-60.06,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;5MHZ;64QAM-PRB@Max,24300,-60.2,None,None,dB,24.35,-,,,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @-5MHZ;5MHZ;64QAM-PRB@Max,24300,-60.2,None,-29.2,dB,-53.29,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @ 5MHZ;5MHZ;64QAM-PRB@Max,24300,-60.2,None,-29.2,dB,-39.87,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-10MHZ;5MHZ;64QAM-PRB@Max,24300,-60.2,None,-35.2,dB,-56.13,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-5MHZ;5MHZ;64QAM-PRB@Max,24300,-60.2,None,-32.2,dB,-54.14,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 5MHZ;5MHZ;64QAM-PRB@Max,24300,-60.2,None,-32.2,dB,-41.86,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 10MHZ;5MHZ;64QAM-PRB@Max,24300,-60.2,None,-35.2,dB,-58.81,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 Adjacent Channel Power for UL 64QAM;5MHZ;64QAM-FRB,24300,-60.2,None,None,dB,23.27,-,,,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @-5MHZ;5MHZ;64QAM-FRB,24300,-60.2,None,-29.2,dB,-38.08,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3-EUTRA @ 5MHZ;5MHZ;64QAM-FRB,24300,-60.2,None,-29.2,dB,-38.94,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-10MHZ;5MHZ;64QAM-FRB,24300,-60.2,None,-35.2,dB,-49.37,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @-5MHZ;5MHZ;64QAM-FRB,24300,-60.2,None,-32.2,dB,-39.06,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 5MHZ;5MHZ;64QAM-FRB,24300,-60.2,None,-32.2,dB,-39.99,PASS,,,,,
 LTE-FDD,20,6.6.2.3_3 -UTRA @ 10MHZ;5MHZ;64QAM-FRB,24300,-60.2,None,-35.2,dB,-50.51,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;15MHZ;QPSK-PRB@0,24225,-55.5,None,None,dB,24.82,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-15MHZ;15MHZ;QPSK-PRB@0,24225,-55.5,None,-29.2,dB,-43.66,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 15MHZ;15MHZ;QPSK-PRB@0,24225,-55.5,None,-29.2,dB,-60.28,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-15MHZ;15MHZ;QPSK-PRB@0,24225,-55.5,None,-35.2,dB,-56.33,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;15MHZ;QPSK-PRB@0,24225,-55.5,None,-32.2,dB,-43.42,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;15MHZ;QPSK-PRB@0,24225,-55.5,None,-32.2,dB,-66.33,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 15MHZ;15MHZ;QPSK-PRB@0,24225,-55.5,None,-35.2,dB,-64.16,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;15MHZ;QPSK-PRB@Max,24225,-55.5,None,None,dB,24.66,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-15MHZ;15MHZ;QPSK-PRB@Max,24225,-55.5,None,-29.2,dB,-52.17,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 15MHZ;15MHZ;QPSK-PRB@Max,24225,-55.5,None,-29.2,dB,-43.34,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-15MHZ;15MHZ;QPSK-PRB@Max,24225,-55.5,None,-35.2,dB,-58.28,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;15MHZ;QPSK-PRB@Max,24225,-55.5,None,-32.2,dB,-55.22,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;15MHZ;QPSK-PRB@Max,24225,-55.5,None,-32.2,dB,-42.36,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 15MHZ;15MHZ;QPSK-PRB@Max,24225,-55.5,None,-35.2,dB,-63.64,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;15MHZ;QPSK-FRB,24225,-55.5,None,None,dB,23.99,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-15MHZ;15MHZ;QPSK-FRB,24225,-55.5,None,-29.2,dB,-39.16,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 15MHZ;15MHZ;QPSK-FRB,24225,-55.5,None,-29.2,dB,-48.65,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-15MHZ;15MHZ;QPSK-FRB,24225,-55.5,None,-35.2,dB,-45.65,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;15MHZ;QPSK-FRB,24225,-55.5,None,-32.2,dB,-41.83,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;15MHZ;QPSK-FRB,24225,-55.5,None,-32.2,dB,-48.52,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 15MHZ;15MHZ;QPSK-FRB,24225,-55.5,None,-35.2,dB,-63.28,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;15MHZ;16QAM-PRB@0,24225,-55.5,None,None,dB,24.12,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-15MHZ;15MHZ;16QAM-PRB@0,24225,-55.5,None,-29.2,dB,-42.81,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 15MHZ;15MHZ;16QAM-PRB@0,24225,-55.5,None,-29.2,dB,-59.54,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-15MHZ;15MHZ;16QAM-PRB@0,24225,-55.5,None,-35.2,dB,-55.46,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;15MHZ;16QAM-PRB@0,24225,-55.5,None,-32.2,dB,-42.62,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;15MHZ;16QAM-PRB@0,24225,-55.5,None,-32.2,dB,-65.88,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 15MHZ;15MHZ;16QAM-PRB@0,24225,-55.5,None,-35.2,dB,-64.11,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;15MHZ;16QAM-PRB@Max,24225,-55.5,None,None,dB,23.77,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-15MHZ;15MHZ;16QAM-PRB@Max,24225,-55.5,None,-29.2,dB,-51.41,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 15MHZ;15MHZ;16QAM-PRB@Max,24225,-55.5,None,-29.2,dB,-43.32,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-15MHZ;15MHZ;16QAM-PRB@Max,24225,-55.5,None,-35.2,dB,-57.2,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;15MHZ;16QAM-PRB@Max,24225,-55.5,None,-32.2,dB,-54.75,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;15MHZ;16QAM-PRB@Max,24225,-55.5,None,-32.2,dB,-42.4,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 15MHZ;15MHZ;16QAM-PRB@Max,24225,-55.5,None,-35.2,dB,-62.6,PASS,,,,,
 LTE-FDD,20,6.6.2.3 Adjacent Channel Power;15MHZ;16QAM-FRB,24225,-55.5,None,None,dB,23.05,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @-15MHZ;15MHZ;16QAM-FRB,24225,-55.5,None,-29.2,dB,-36.37,PASS,,,,,
 LTE-FDD,20,6.6.2.3-EUTRA @ 15MHZ;15MHZ;16QAM-FRB,24225,-55.5,None,-29.2,dB,-45.76,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-15MHZ;15MHZ;16QAM-FRB,24225,-55.5,None,-35.2,dB,-41.87,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @-10MHZ;15MHZ;16QAM-FRB,24225,-55.5,None,-32.2,dB,-39.66,PASS,,,,,
 LTE-FDD,20,6.6.2.3 -UTRA @ 10MHZ;15MHZ;16QAM-FRB,24225,-55.5,None,-32.2,dB,-45.5,PASS,,,,,
